Date,Price
2026-01-02,156.7310028076172
2026-01-05,156.98899841308594
2026-01-06,156.62600708007812
2026-01-07,156.67999267578125
2026-01-08,156.7310028076172
2026-01-09,156.8800048828125
2026-01-12,158.1490020751953
2026-01-13,157.98599243164062
2026-01-14,159.1790008544922
2026-01-15,158.40199279785156
2026-01-16,158.5959930419922
2026-01-19,157.53500366210938
2026-01-20,158.177001953125
2026-01-21,158.16200256347656
2026-01-22,158.45599365234375
2026-01-23,158.50100708007812
2026-01-26,155.16600036621094
2026-01-27,154.33599853515625
2026-01-28,152.4530029296875
2026-01-29,153.0959930419922
2026-01-30,153.16200256347656
2026-02-02,155.20199584960938
2026-02-03,155.4429931640625
2026-02-04,155.7989959716797
2026-02-05,156.91700744628906
2026-02-06,156.78399658203125
2026-02-09,157.24400329589844
2026-02-10,156.1320037841797
2026-02-11,154.48199462890625
2026-02-12,153.2689971923828
2026-02-13,152.8209991455078
2026-02-16,152.7790069580078
2026-02-17,153.60899353027344
2026-02-18,153.1490020751953
2026-02-19,154.6929931640625
2026-02-20,155.16000366210938
2026-02-23,154.33900451660156
2026-02-24,154.63499450683594
2026-02-25,155.8800048828125
2026-02-26,156.1999969482422
2026-02-27,155.85899353027344
2026-03-02,156.63299560546875
2026-03-03,157.2570037841797
2026-03-04,157.7729949951172
2026-03-05,156.98300170898438
2026-03-06,157.53399658203125
2026-03-09,158.427001953125
2026-03-10,157.84800720214844
2026-03-11,158.11399841308594
2026-03-12,159.0749969482422
2026-03-13,159.20599365234375
2026-03-16,159.5679931640625
2026-03-17,159.10499572753906
2026-03-18,158.88900756835938
2026-03-19,159.7949981689453
2026-03-20,157.9239959716797
2026-03-23,159.23399353027344
2026-03-24,158.47900390625
2026-03-25,158.71800231933594
2026-03-26,159.38400268554688
2026-03-27,159.70399475097656
2026-03-30,160.23399353027344
2026-03-31,159.84100341796875
2026-04-01,158.57899475097656
2026-04-02,158.68800354003906
2026-04-03,159.49099731445312
2026-04-06,159.77999877929688
2026-04-07,159.68299865722656
2026-04-08,158.71600341796875
2026-04-09,158.64199829101562
2026-04-10,159.11199951171875
