Date,Price
2026-01-02,186.50999450683594
2026-01-05,188.00999450683594
2026-01-06,188.97999572753906
2026-01-07,188.22000122070312
2026-01-08,188.24000549316406
2026-01-09,189.52999877929688
2026-01-12,190.0500030517578
2026-01-13,189.52999877929688
2026-01-14,188.92999267578125
2026-01-15,189.25
2026-01-16,189.2100067138672
2026-01-20,185.63999938964844
2026-01-21,187.66000366210938
2026-01-22,188.55999755859375
2026-01-23,188.86000061035156
2026-01-26,189.91000366210938
2026-01-27,191.2899932861328
2026-01-28,190.7899932861328
2026-01-29,190.8000030517578
2026-01-30,189.6300048828125
2026-02-02,190.66000366210938
2026-02-03,189.44000244140625
2026-02-04,188.97999572753906
2026-02-05,186.4600067138672
2026-02-06,190.24000549316406
2026-02-09,191.83999633789062
2026-02-10,191.60000610351562
2026-02-11,191.8300018310547
